Tavg,Tmed,Tmax,Tmin,Load
59,60,68,47,1089133
57,59,68,46,963074
57,58,68,46,836799
57,57,68,46,759938
56,58,68,47,735690
56,56,68,47,741312
56,57,68,50,765946
57,56,68,50,825032
57,57,68,51,981696
58,58,70,48,1234374
59,59,70,52,1273126
64,64,72,54,1143199
69,69,75,61,1027342
72,73,77,65,960857
73,75,79,59,937845
74,76,79,59,930427
75,77,81,60,921603
74,76,81,61,918991
73,76,81,62,929651
72,75,79,63,972089
71,72,79,63,1051703
69,71,75,63,1167559
68,70,72,63,1204077
68,69,72,62,1150743
67,68,72,62,1054362
67,67,71,62,918289
66,68,70,60,781676
66,67,70,59,681091
65,66,70,53,633366
65,66,70,52,615071
65,66,70,51,610626
64,66,69,51,635324
64,66,70,50,742349
62,63,68,49,947731
63,64,70,49,985975
66,67,73,48,954651
69,72,76,54,948332
72,75,79,59,958609
74,76,79,62,971167
75,76,81,66,989692
76,77,82,68,994444
76,76,82,69,1007775
75,75,82,68,1034629
74,75,81,68,1069560
72,73,80,65,1111916
69,71,77,62,1214746
68,70,75,57,1270881
66,69,73,56,1206327
65,68,72,54,1100068
65,67,73,53,959106
64,67,72,51,810722
63,67,72,48,717252
62,66,71,47,657701
62,66,70,46,633732
62,66,69,45,631392
61,65,68,44,657784
61,65,68,43,764981
61,65,69,42,971081
61,65,68,41,1021366
62,64,70,40,1000724
64,66,74,49,1001681
66,66,76,55,996792
67,67,77,60,983375
67,66,77,63,966128
67,67,77,63,944665
66,66,75,63,928367
66,66,75,63,927498
66,65,76,63,959327
64,64,75,61,1024759
63,63,72,59,1108127
62,63,68,58,1120943
62,62,67,57,1077924
61,61,66,56,1011334
61,61,66,56,923890
60,61,66,54,827597
60,61,66,50,740324
59,60,66,48,692633
59,60,66,47,672497
58,59,66,46,671780
57,58,67,45,690409
56,57,67,44,744501
56,54,68,43,846826
55,54,68,42,1000689
55,54,69,41,1159672
55,54,70,47,1282901
56,55,71,47,1331175
56,54,68,48,1323671
56,55,69,48,1298301
56,55,71,48,1264986
56,56,73,49,1240185
56,55,74,48,1250522
56,56,74,48,1294881
56,55,75,48,1359189
54,55,68,48,1421396
53,54,62,46,1434867
52,54,59,44,1396642
51,53,58,41,1338293
50,52,57,37,1265432
50,51,59,36,1171154
47,49,55,35,1088898
46,49,56,33,1064818
45,48,55,33,1078601
44,47,54,31,1124377
44,46,55,31,1192154
43,44,54,30,1292121
42,44,53,31,1450466
43,45,55,29,1656901
48,48,60,38,1683450
53,53,61,43,1541946
56,57,63,47,1344659
59,60,65,50,1179064
62,63,66,53,1076554
63,63,68,55,997595
64,65,71,56,945048
65,66,71,57,922843
64,65,71,57,938679
62,63,70,54,989020
57,56,66,52,1124504
54,54,62,48,1265276
52,52,61,45,1285808
50,52,59,43,1240073
48,48,59,41,1155495
48,48,57,40,1064797
46,46,54,39,1003114
45,45,53,37,1010511
44,45,52,37,1052133
43,44,51,36,1111192
43,45,53,34,1214826
43,45,55,34,1435781
43,45,55,34,1735537
46,49,61,34,1715714
53,54,66,33,1570125
59,61,70,43,1327399
64,65,70,50,1136187
67,68,72,56,1017736
69,69,73,61,956423
70,71,75,62,919965
70,71,75,63,906318
70,70,75,63,913486
69,70,75,63,951731
67,67,76,61,1013270
62,63,72,54,1133709
60,60,67,49,1235453
57,58,65,47,1190214
55,56,64,44,1114694
54,54,63,42,1000444
52,54,62,40,892340
51,53,61,39,833110
50,52,59,38,831824
50,52,59,39,858992
49,51,57,39,903041
48,50,57,38,979849
48,50,57,38,1177450
48,49,57,40,1484359
51,52,61,40,1535976
57,58,66,39,1346194
63,65,71,48,1151110
67,68,73,54,1021624
69,70,74,59,954444
71,72,76,64,928977
72,73,77,67,914114
72,73,77,66,908516
72,73,77,63,925236
71,72,76,62,960137
69,69,77,62,1016286
65,66,73,59,1128080
63,63,69,55,1226504
61,62,68,51,1177114
60,61,66,48,1087171
58,60,66,46,959008
57,59,64,43,833356
57,60,65,35,750919
56,59,65,33,720941
55,59,63,31,720175
53,59,63,29,749005
51,54,63,27,832681
49,51,62,25,1038085
46,48,64,24,1374809
45,47,61,23,1504636
46,47,61,21,1465513
47,49,61,34,1409453
49,49,72,38,1362882
49,50,61,39,1313140
51,51,64,41,1268834
51,52,62,43,1219542
52,52,63,43,1177845
52,52,65,43,1180629
51,50,66,43,1254870
49,48,67,41,1438508
45,45,58,38,1729539
42,43,60,33,1873026
40,42,56,31,1954260
39,40,54,28,1972889
38,38,53,30,1971426
37,38,47,27,1892466
35,37,43,26,1870574
34,36,43,23,1910227
33,35,41,21,1975609
32,35,40,20,2051925
31,34,41,20,2157605
30,33,43,20,2375543
30,31,43,17,2564447
32,34,46,22,2550695
38,36,50,31,2299278
42,42,55,36,2109536
45,46,58,38,1846088
48,49,59,39,1609810
50,51,60,44,1418429
52,52,63,47,1262221
54,53,65,47,1155888
54,54,66,43,1113576
54,53,65,42,1157082
52,52,64,43,1312187
49,49,62,39,1569245
46,46,61,33,1779458
43,45,58,31,1855227
42,41,58,31,1873436
41,40,57,28,1804296
40,39,59,28,1720449
39,39,61,26,1694353
40,41,61,23,1723678
40,42,61,22,1763667
41,43,61,25,1800387
41,45,62,25,1859955
42,45,63,28,1997255
43,45,63,29,2130167
47,49,65,35,2063271
52,53,66,38,1887867
57,57,67,47,1625108
60,62,70,52,1413812
63,64,73,55,1254240
64,65,73,46,1131033
64,65,74,50,1057695
64,66,73,49,1012189
64,65,73,51,1004143
64,64,72,51,1053418
64,64,71,52,1135368
63,63,69,48,1228099
62,63,68,44,1252419
62,64,68,41,1199861
62,63,68,49,1129614
62,64,69,48,1028631
63,64,68,54,911726
63,65,69,54,813219
63,65,69,53,756828
63,66,69,53,723576
63,65,70,54,714944
64,66,70,55,718822
64,65,71,56,748576
64,64,70,57,816335
65,65,70,58,916112
67,66,73,61,1013296
70,70,78,62,1065889
72,73,82,64,1072857
73,75,81,63,1055343
74,77,83,54,1031149
75,79,85,63,1006611
75,78,83,64,993648
74,76,84,64,1000049
73,75,84,64,1027091
73,74,83,65,1062532
71,72,80,64,1119983
70,72,78,60,1154240
70,72,76,63,1096835
70,72,75,58,1026569
70,72,75,64,937213
69,71,80,56,833947
69,70,74,64,736950
69,70,80,63,671774
69,70,80,63,639153
69,70,78,62,621482
69,70,80,62,621830
69,70,79,62,644644
69,70,79,60,701905
70,71,79,59,804246
71,72,79,59,949207
72,74,81,54,1048414
73,75,83,54,1084125
74,75,83,56,1094097
74,77,85,55,1102452
74,75,87,51,1092921
73,76,87,51,1077582
72,73,86,52,1079458
70,71,85,52,1108321
68,71,83,51,1137458
66,69,81,50,1196314
64,64,79,47,1235994
62,62,77,45,1181223
59,59,75,43,1089013
58,58,75,42,963881
56,55,74,36,842398
54,54,73,36,762293
52,54,73,38,739822
51,53,66,37,746395
49,52,64,36,773757
48,52,60,35,849321
47,51,57,33,1037040
46,49,57,32,1355451
45,47,58,31,1486947
45,47,58,30,1497146
46,48,59,35,1498325
48,48,62,35,1486084
48,48,67,36,1491575
48,49,71,37,1454318
49,49,75,38,1386137
50,50,77,39,1320305
49,51,79,39,1319511
49,50,79,39,1418384
48,48,80,39,1647830
46,47,74,38,1914916
44,45,67,33,1971410
42,42,63,32,1974412
41,41,61,31,1971346
40,41,59,31,1904089
40,40,57,29,1763356
39,39,51,25,1719915
37,38,51,25,1733303
36,36,48,23,1784328
35,36,46,23,1856427
35,36,45,23,1972234
34,35,45,22,2186023
34,34,45,21,2389530
36,37,46,25,2373805
41,43,53,30,2197789
47,47,58,41,1953663
51,51,63,41,1685896
54,54,68,41,1462139
56,55,72,40,1285925
58,58,77,42,1144564
59,59,75,43,1047812
60,60,79,43,1010665
59,59,79,44,1041976
58,57,75,44,1156528
54,53,63,42,1385307
51,52,63,42,1573739
49,50,63,39,1603184
48,49,63,37,1573064
47,49,64,35,1464984
46,48,63,32,1358503
45,46,64,32,1312941
44,45,65,31,1331120
44,46,65,29,1370873
44,46,65,30,1419418
45,48,65,29,1499556
45,47,64,29,1679829
46,46,66,29,1929442
49,52,68,34,1882421
55,57,68,39,1588911
62,64,77,50,1328689
65,68,82,55,1134773
68,69,86,61,1013990
69,69,90,63,949130
70,70,92,64,912974
70,70,97,60,896649
70,70,90,59,900833
69,69,91,59,938458
67,67,85,59,1012126
64,64,82,56,1120226
62,62,76,54,1213078
60,61,69,51,1186994
58,58,66,48,1110676
57,56,66,47,983864
55,55,67,38,863214
55,56,67,45,794799
54,55,66,32,781205
53,54,64,30,796287
53,54,61,29,828887
52,53,61,27,897307
52,54,63,26,1068748
52,54,61,25,1329725
55,56,66,24,1346326
59,62,72,23,1193883
64,65,72,38,1078521
67,68,72,45,1004809
68,69,75,53,958545
69,70,74,59,930759
70,70,75,64,908837
69,70,76,64,891695
69,70,75,64,900912
69,69,75,64,936118
68,68,76,63,996354
65,65,72,60,1091485
63,64,69,58,1195959
62,63,67,55,1150640
61,61,67,53,1071819
60,61,68,52,951636
59,60,67,50,826080
57,58,64,48,740858
56,58,62,47,709517
56,57,62,48,707140
56,57,61,46,721246
55,57,62,45,764083
56,57,66,47,888960
56,57,64,49,1094285
58,59,66,49,1127898
61,63,73,48,1057405
67,69,76,57,1003346
72,73,78,62,967590
75,76,80,66,960338
76,77,81,69,976071
77,78,83,66,997456
78,78,85,70,1024099
78,80,84,69,1056810
77,77,85,70,1093376
75,76,84,68,1115716
71,71,80,65,1136241
68,69,75,62,1188758
67,67,74,59,1116878
65,66,70,59,1030460
64,65,69,59,932808
63,64,68,56,810368
62,63,67,58,703191
60,62,65,54,644119
60,61,64,53,614447
59,61,63,52,604264
58,60,64,51,615118
58,59,66,51,657163
58,59,68,50,741997
61,61,72,50,855731
64,65,75,49,950410
70,73,76,59,995664
74,76,78,65,1023744
76,77,81,70,1051962
78,78,83,71,1085499
79,80,83,71,1117868
80,81,84,71,1152894
79,82,84,71,1190058
79,80,84,70,1218566
77,76,85,68,1216435
72,72,81,66,1201394
70,70,76,66,1234931
68,69,74,63,1145540
66,67,73,60,1040729
65,65,71,58,930356
64,65,70,55,812238
63,63,67,49,707726
62,62,67,47,644034
60,62,65,45,610668
60,61,64,43,597291
60,61,64,41,599958
59,61,64,39,624023
58,60,64,38,684841
60,63,66,37,798031
63,66,71,36,934464
67,70,75,51,1002604
70,72,79,57,1020487
72,73,82,61,1032797
75,76,84,64,1069769
75,77,85,68,1100432
76,78,84,69,1116377
76,75,85,68,1129043
75,75,85,66,1139507
72,71,85,64,1138002
67,67,81,59,1156061
64,64,76,54,1233126
62,62,73,55,1165223
60,61,72,52,1036704
58,59,70,50,898475
58,58,69,47,786291
55,53,66,43,696826
53,55,64,41,670566
52,52,64,40,676714
51,54,66,36,704480
51,55,66,41,775480
50,52,68,40,961590
51,51,68,38,1263609
54,56,72,38,1306178
60,61,74,36,1176392
66,66,75,48,1065360
70,72,78,54,997106
73,73,80,60,964807
75,76,81,65,968338
76,77,83,67,986102
76,77,84,67,1012857
76,77,84,66,1057000
75,76,82,67,1103424
73,73,83,63,1149894
70,70,79,60,1197305
67,67,75,59,1281812
66,66,72,58,1204455
65,65,71,56,1076624
64,63,70,57,924373
63,63,70,53,775410
62,62,71,57,675939
61,62,71,56,632995
62,62,71,57,616601
62,62,70,57,616143
62,63,70,57,650927
62,63,70,55,763489
61,62,72,55,962147
64,65,73,49,985262
69,71,75,57,949034
72,74,77,65,943580
75,76,80,68,967967
77,78,82,69,1001957
78,79,83,67,1041588
78,79,84,67,1080137
78,78,84,70,1113912
77,80,84,57,1148902
75,76,83,57,1182078
73,75,84,56,1222693
71,73,81,55,1276199
68,72,78,54,1341442
67,70,76,54,1258823
64,63,75,52,1118742
63,60,74,51,939350
62,61,73,50,787895
61,60,71,52,685120
61,60,71,52,633836
61,60,71,54,613868
61,60,71,49,612406
61,60,70,49,642531
61,60,71,49,752245
61,60,71,50,953873
63,62,73,52,981789
66,66,77,55,951951
68,70,78,57,956073
70,72,79,58,972334
72,74,85,59,988973
73,74,85,61,1005484
75,75,86,62,1018388
75,75,86,64,1037274
75,75,85,64,1061626
74,75,83,66,1091474
71,72,84,62,1122736
67,67,79,59,1153304
64,65,74,56,1231274
62,62,70,53,1167283
59,61,68,51,1067121
58,59,68,49,927913
57,59,65,49,783970
56,57,63,49,691480
54,55,63,47,652873
53,54,61,46,641251
53,55,61,45,647803
53,55,61,43,690193
52,54,61,43,825807
52,53,61,41,1058127
54,55,63,44,1076814
58,58,66,49,1001791
63,64,70,58,953756
67,67,74,63,933642
70,71,76,66,938254
72,73,78,59,960139
73,74,80,61,995789
75,75,83,63,1038824
75,76,81,64,1087907
74,74,80,65,1133556
72,72,79,63,1161058
68,68,76,62,1179631
66,66,72,59,1247563
63,64,71,57,1183196
61,62,68,53,1068010
60,60,67,52,923610
59,60,66,51,784229
58,58,65,51,682673
57,58,64,50,637844
57,57,64,50,622186
57,57,64,50,624427
57,57,65,50,655906
57,57,64,52,767207
57,56,65,47,958683
61,60,70,54,1002643
66,68,73,54,971597
71,72,79,63,963433
74,75,82,67,982083
77,77,84,69,1023397
79,79,85,70,1083742
80,81,86,70,1151386
81,82,86,71,1214635
81,82,88,71,1266234
80,82,86,70,1301650
78,79,87,69,1307304
74,74,84,68,1279058
72,72,80,67,1300469
69,70,77,64,1210766
68,67,76,63,1100151
67,67,74,62,981241
66,66,73,61,840394
65,67,72,59,727164
64,66,73,56,661504
64,65,72,55,626258
63,63,70,53,609793
63,63,68,52,612108
62,63,70,51,645095
63,63,70,50,713699
66,66,75,50,820450
71,73,79,49,946121
76,78,81,61,1048598
79,81,83,66,1136005
81,82,87,71,1238307
83,84,87,72,1339174
83,84,88,72,1408910
84,85,90,74,1460948
83,83,90,75,1482109
82,83,88,74,1485645
80,81,89,71,1453912
77,77,85,70,1396851
74,75,81,69,1411559
72,73,80,68,1301996
71,71,78,67,1176336
70,70,76,66,1034391
69,70,75,64,895490
68,68,75,63,772131
67,67,74,61,700209
67,67,75,60,655012
65,65,72,61,632884
65,67,71,59,628001
65,67,71,60,642202
64,65,70,59,689405
68,68,73,59,792716
71,73,77,58,953255
75,77,80,68,1079954
78,78,83,69,1175207
80,82,85,73,1293963
82,84,87,72,1426058
84,85,89,72,1523738
84,86,90,72,1582533
84,86,90,74,1602642
83,85,89,73,1608654
81,82,88,72,1573791
77,78,84,69,1515217
74,74,79,68,1542283
73,74,77,67,1426577
71,72,76,64,1264541
69,70,75,64,1073207
69,69,74,63,897724
66,66,73,63,760416
65,65,72,61,691447
65,64,71,59,651274
63,62,70,59,630098
62,63,69,54,645024
62,62,68,56,730912
61,62,68,55,898105
65,66,72,55,940167
71,73,77,60,971118
75,76,80,65,1041942
78,79,83,70,1132816
80,81,85,74,1252422
82,83,87,76,1374611
83,84,89,76,1470277
83,85,88,75,1542857
83,84,88,75,1581010
82,83,88,74,1601141
79,80,88,73,1588541
76,76,84,71,1539045
73,73,78,67,1562177
71,71,77,65,1424374
69,70,76,62,1253200
67,68,75,59,1055511
66,68,74,59,873521
65,66,72,56,746613
64,64,71,56,681821
63,63,70,55,649496
62,63,70,53,636268
61,61,68,53,652271
61,60,69,54,744427
61,61,70,53,921915
65,67,72,57,956237
71,73,77,62,969969
75,77,79,64,1018773
78,79,81,70,1102441
80,81,84,74,1205972
81,82,84,74,1321855
82,83,87,77,1416203
82,84,87,75,1490435
82,83,87,75,1474447
80,81,85,75,1501865
79,79,86,73,1494065
75,74,83,71,1504071
73,73,79,68,1537538
70,71,76,66,1421685
69,69,75,64,1252298
67,68,73,62,1058631
67,67,72,60,881454
65,65,73,58,750437
65,65,72,55,688609
65,65,73,60,656388
64,64,71,58,642912
64,64,70,58,658963
64,65,73,58,752475
65,66,73,59,920407
68,69,77,62,960506
72,73,79,64,974807
76,77,80,70,1030452
79,79,82,73,1105668
80,82,84,76,1189135
81,82,85,76,1276260
82,82,86,76,1353913
83,84,86,76,1422749
82,83,86,75,1472353
81,81,86,74,1507579
78,79,85,73,1512891
76,76,83,71,1472346
74,74,80,69,1502394
71,72,77,68,1384437
70,70,75,66,1248862
69,69,73,63,1065749
68,70,73,62,888319
68,69,72,61,760970
67,69,73,61,703199
67,67,73,60,672990
67,68,73,62,664047
68,69,73,63,681911
68,68,74,62,777794
68,69,73,61,960041
69,71,74,61,1005982
73,74,77,64,1023783
75,77,81,65,1068952
76,77,84,66,1114004
77,78,86,68,1153103
78,79,88,71,1198165
79,81,86,71,1245910
80,82,86,75,1287200
79,79,88,74,1315783
78,78,86,73,1323723
76,76,86,72,1329299
73,74,83,69,1337059
71,72,79,65,1389296
70,70,77,63,1306742
68,69,77,62,1177238
67,66,74,61,1014374
66,67,74,60,846438
64,65,72,57,726600
63,64,72,56,665894
62,63,72,54,633742
61,61,71,52,623160
60,61,70,51,642467
59,59,70,50,739386
58,58,70,48,920748
59,60,72,47,965049
62,64,74,52,955375
64,66,75,53,960961
67,67,78,54,963283
68,68,78,57,970255
69,70,81,57,988325
70,72,83,59,1008294
71,72,82,59,1028730
70,70,84,59,1055107
69,69,82,58,1075206
66,66,81,57,1077740
62,63,77,53,1077623
59,60,72,49,1147707
57,57,71,47,1104420
56,56,68,46,1044976
55,55,66,45,971251
54,55,65,42,878542
52,55,61,41,803177
50,52,59,39,770852
50,52,59,38,767535
49,52,61,35,780712
48,50,63,33,816630
48,50,63,32,893670
47,48,64,30,1034068
52,53,68,29,1173609
57,58,73,35,1201499
61,63,75,41,1139501
65,66,76,46,1055436
67,68,78,51,996998
69,71,80,55,968172
70,72,81,58,959671
71,72,82,60,967951
71,72,83,60,985820
70,71,83,60,998981
68,69,79,60,1007951
65,64,76,56,1028186
62,63,73,51,1106137
60,61,72,50,1058132
58,58,70,47,992049
56,57,70,45,911764
55,57,68,43,821906
54,57,66,41,749837
53,54,68,40,717222
53,53,68,38,711305
52,53,68,38,717214
52,53,67,37,738589
52,54,68,38,789120
52,54,70,33,888875
58,63,73,43,1008632
66,69,75,48,1055093
71,72,79,53,1037318
74,75,81,57,1002394
76,76,83,60,1006850
77,77,84,63,1050070
77,77,85,66,1097770
77,79,84,68,1141528
77,79,83,69,1179524
76,77,83,68,1205079
75,76,82,67,1211450
72,72,80,66,1202694
69,69,77,62,1263991
67,68,76,59,1190533
66,67,73,57,1064591
65,66,73,56,926346
63,64,71,49,790565
63,63,70,50,687561
62,63,69,53,634535
62,63,68,52,606290
60,61,67,51,601336
61,62,67,50,626307
61,62,72,49,711927
61,62,72,49,854343
67,67,76,48,909115
72,73,79,54,946252
75,77,81,59,1005825
78,79,84,64,1080662
80,81,86,68,1163613
81,82,87,72,1234518
81,82,86,74,1280589
81,82,86,74,1317497
81,82,86,74,1347070
80,79,86,72,1369391
78,78,87,71,1384640
74,75,84,69,1381892
72,72,80,67,1425987
70,71,77,65,1326921
68,69,76,62,1192006
67,68,75,62,1028190
66,67,73,58,864186
66,66,74,61,741007
65,66,74,60,678118
65,65,73,58,646715
64,64,72,58,635427
64,66,69,57,649572
64,64,72,57,725788
64,64,72,56,854482
68,69,77,55,915068
73,75,80,60,963739
77,78,82,65,1051337
79,80,85,69,1156392
81,82,86,73,1265211
82,82,86,73,1375114
83,84,88,74,1446454
83,84,90,73,1487772
81,82,90,67,1487493
79,81,88,65,1483675
76,77,86,66,1466105
74,75,83,65,1425949
72,72,78,65,1450657
69,70,75,64,1349948
68,68,74,64,1204325
67,68,72,61,1038617
67,67,72,59,877215
65,67,71,53,754357
65,65,70,51,690586
64,65,70,50,658044
64,64,69,48,645083
63,64,69,46,661286
63,64,69,45,738168
63,64,70,43,874760
64,66,73,42,928211
67,70,75,48,963467
70,72,79,53,1015684
72,75,81,57,1073098
74,78,83,61,1134558
76,78,86,65,1200434
78,77,88,67,1262338
78,79,86,67,1315799
79,79,90,69,1348831
77,78,85,67,1366010
74,75,86,66,1369324
70,70,82,64,1317960
67,66,78,60,1330206
65,65,75,55,1236121
63,63,73,53,1105789
61,61,73,51,960015
59,61,70,47,811341
58,60,68,47,703825
57,60,67,46,649168
56,59,66,44,633056
55,58,65,44,634504
54,57,64,42,667344
54,57,68,41,775111
54,56,70,37,944841
58,59,72,49,996997
64,65,76,53,977446
69,70,77,57,970543
72,73,80,64,977551
75,76,80,68,1008503
77,77,82,68,1064389
78,79,85,69,1125857
79,79,86,69,1193042
78,79,85,68,1250907
77,77,85,68,1285997
75,75,86,67,1297526
70,70,83,64,1256118
67,68,79,58,1281670
65,67,76,56,1191392
63,66,74,53,1081639
62,64,73,52,947370
60,63,71,49,808904
59,62,68,48,703812
58,62,67,46,653741
57,60,66,45,633374
56,58,64,45,632508
56,57,64,44,654934
56,57,72,43,733737
56,57,73,42,864666
62,62,77,44,935637
69,72,79,52,967267
73,75,81,59,1002525
77,78,83,64,1047123
79,80,84,69,1113412
81,81,87,72,1197331
81,82,88,72,1274486
82,82,88,72,1346976
81,82,87,72,1397744
81,82,87,71,1427553
78,78,87,69,1418025
75,75,84,66,1350392
72,73,81,64,1355230
70,72,78,60,1258239
69,71,77,58,1145856
67,70,76,55,1015889
66,68,74,50,878498
65,66,73,52,765604
64,64,73,52,698925
64,65,73,51,658296
63,64,73,51,639694
62,63,72,50,641003
63,64,73,52,664891
64,66,75,51,723117
67,70,76,53,840005
72,74,79,60,988040
75,76,82,65,1106587
79,80,84,70,1203471
81,81,87,74,1308166
82,83,88,75,1404890
83,83,87,74,1477453
83,84,88,74,1518175
83,84,89,74,1537238
81,81,86,73,1543219
79,79,86,72,1518241
76,76,83,69,1454810
74,75,79,68,1469479
72,74,78,64,1376508
71,73,77,64,1260361
71,72,76,63,1124917
70,72,76,63,985815
69,70,74,62,850090
68,69,74,62,767029
67,68,73,61,716019
67,68,73,61,689139
67,67,73,60,685974
66,67,72,59,711816
67,67,72,60,766036
71,71,77,59,888398
74,75,79,64,1088779
77,79,83,67,1253359
79,81,83,70,1359607
81,82,86,73,1443414
82,83,87,75,1528489
82,84,87,74,1573580
83,83,88,74,1589725
82,82,87,73,1587344
81,81,86,74,1566622
79,80,85,73,1503019
76,77,83,70,1437131
74,75,79,69,1475445
73,74,79,67,1401055
71,72,76,66,1254007
70,71,74,66,1087304
70,71,74,66,923731
69,69,73,64,800613
68,69,73,63,733692
68,69,73,62,699511
67,68,73,61,685599
67,68,73,60,702527
67,68,72,59,782438
67,68,73,59,929780
69,71,75,58,987060
72,73,80,64,1051286
74,75,81,66,1132819
77,79,84,68,1209482
78,79,85,71,1292258
80,80,86,74,1384268
81,81,87,75,1460248
81,82,87,72,1521956
80,82,86,71,1565502
80,81,87,71,1579619
78,79,86,68,1570387
74,74,84,65,1513640
71,71,80,64,1530307
69,70,78,63,1429555
